    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    8.344785    8.734905    6.343231    6.105102     0.942951     8.545854
    2   13.392966    5.893688    6.285376    6.108797     0.909935     8.295196
    3    3.387227    0.029264    0.697652    6.104923     0.931926     8.549448
    4   13.321717    5.971682    0.759295    6.108659     0.939311     8.313981
    5   11.568568    8.599189    6.313179    6.107652     0.910710     8.387704
    6    9.352053    1.320815    6.285472    6.109024     0.910186     8.208315
    7    1.952851    2.907394    6.288433    6.108033     0.911060     8.137747
    8    6.520704    2.977416    6.293377    6.105691     0.894704     8.410092
    9    9.397665    4.650190    6.280614    6.106581     0.927009     8.325802
   10    6.576166    6.044618    6.306005    6.110813     0.898655     8.163721
   11    5.153716    8.554918    0.753695    6.108008     0.904097     8.326447
   12    7.404801    1.272587    0.729747    6.108226     0.914341     8.213942
   13   10.225583    2.932325    0.729378    6.107175     0.889134     8.422777
   14    4.711006    2.981166    0.715522    6.108471     0.912680     8.171797
   15    7.358236    4.574660    0.746005    6.108798     0.911878     8.200307
   16   10.106076    6.045156    0.740312    6.109114     0.902498     8.219531
   17    3.384121    5.799258    3.522018    6.163049     0.822025     6.942730
   18    3.349966    2.997691    3.516251    6.111258     0.822206     7.141556
   19    5.835628    4.401209    3.529744    6.190543     0.831331     7.304521
   20    8.353728    3.010959    3.512052    6.196609     0.837817     7.393879
   21    5.784329    7.255786    3.532841    6.109205     0.813189     7.178481
   22   10.936724    4.419698    3.508004    6.119349     0.830731     7.126460
   23    5.886483    4.348572    9.083598    6.193210     0.831060     7.441303
   24    8.350283    2.978174    9.072657    6.190215     0.827048     7.297692
   25    3.340550    0.042065    9.061926    6.182620     0.823593     7.068917
   26    5.887198    7.253419    9.056119    6.054187     0.818284     7.022007
   27    3.362343    2.860052    9.069538    6.181749     0.841553     7.481916
   28   10.922691    4.338316    9.043966    6.065325     0.822415     6.890333
   29    3.334510    0.020330    3.501544   11.042233     0.805178     6.627580
   30    8.380992    0.029176    3.481879   11.035642     0.804107     6.746990
   31    8.365050    5.894020    3.531597   11.030343     0.808916     6.594681
   32   10.888998    1.482769    3.513354   11.034293     0.803019     6.718623
   33    5.851557    1.471778    3.484006   11.029953     0.798726     6.621986
   34   10.874779    7.338448    3.512254   11.018512     0.794910     6.661995
   35    5.888966    1.420506    9.113537   11.030717     0.797242     6.593826
   36    8.413609   -0.023697    9.067179   11.025079     0.807670     6.673770
   37   10.889391    7.291913    9.097469   11.012861     0.800703     6.658200
   38    3.354139    5.795496    9.079075   11.051239     0.799448     6.569882
   39    8.399879    5.861187    9.060309   11.031793     0.810471     6.616792
   40   10.895335    1.448459    9.039616   11.028037     0.798071     6.574678
   41    9.978027    0.088189    4.480537    7.177046     0.868506    14.416427
   42    5.014462    0.013870    4.490263    7.164797     0.906938    13.228265
   43    2.458780    1.337168    4.537795    7.188977     0.883189    13.897169
   44    7.481248    1.416854    4.540756    7.259539     0.904871    13.630073
   45    5.097167    2.807876    4.527331    7.259333     0.866198    15.318281
   46   10.107318    2.829845    4.613394    7.313409     0.883803    14.076797
   47   12.556872    4.412549    4.645731    7.380461     0.934223    14.996845
   48    7.642883    4.553470    4.651333    7.313163     0.863253    13.994884
   49    5.001255    5.873502    4.686856    7.389028     0.918481    15.240508
   50   10.025752    5.980111    4.502138    7.187795     0.853308    14.433181
   51    7.616409    7.352219    4.550085    7.199025     0.873566    13.510904
   52   12.475453    7.437706    4.537188    7.192873     0.868300    13.784888
   53    9.995809    0.055866    8.058037    7.176055     0.858171    14.413586
   54    5.135775   -0.026519    8.064058    7.222490     0.892248    13.624041
   55    2.380981    1.411233    7.948837    7.292911     0.872679    14.545723
   56    7.530507    1.367240    8.033958    7.261318     0.917848    13.611563
   57    5.127378    2.769989    8.073473    7.265868     0.862631    15.450761
   58   10.113107    2.846891    7.961195    7.328161     0.907115    14.006115
   59   12.621824    4.505014    8.011616    7.278295     0.848708    14.326006
   60    7.633760    4.495377    7.925714    7.328514     0.889606    14.045563
   61    4.905638    5.850690    8.025277    7.280229     0.858765    14.433390
   62   10.051784    5.939140    8.079714    7.184550     0.856357    14.459325
   63    7.589139    7.222018    8.015738    7.280791     0.878225    14.031025
   64   12.552123    7.334411    8.087950    7.158432     0.896623    13.352390
   65    1.649445    0.038665   10.097053    7.300946     0.905580    14.296008
   66   11.743141    8.720076   10.084196    7.132308     0.887791    13.743287
   67    4.340844    1.394401   10.168231    7.284660     0.860712    14.123948
   68    9.261922    1.333870   10.125511    7.242242     0.878715    13.565507
   69    6.667429    2.764236   10.209818    7.320693     0.869910    13.866007
   70   11.671679    2.813781   10.081427    7.264887     0.858245    15.291913
   71    4.107309    4.485997   10.153972    7.266134     0.851753    14.684528
   72    9.188400    4.443913   10.158988    7.341299     0.914845    14.090032
   73    6.822890    5.828194   10.093531    7.265317     0.861287    15.385254
   74   11.760973    5.918940   10.092763    7.217843     0.890224    13.775126
   75    9.285888    7.217591   10.112967    7.197814     0.872548    13.641670
   76   14.158338    7.319933   10.101138    7.207049     0.882452    13.593552
   77    1.748549    0.077548    2.481248    7.200125     0.860944    13.793642
   78    6.704039    0.021940    2.515439    7.132317     0.883504    13.677077
   79    4.224818    1.375515    2.487865    7.196174     0.874487    13.537803
   80    9.268196    1.405193    2.438951    7.240986     0.891107    13.539832
   81    6.628885    2.794787    2.382753    7.307451     0.864900    14.002181
   82   11.652226    2.862257    2.500336    7.259277     0.851064    15.249296
   83    4.131477    4.409063    2.360800    7.386106     0.936630    15.400653
   84    9.122794    4.517314    2.422104    7.330451     0.899799    14.099566
   85    6.788941    5.877142    2.513888    7.267370     0.853379    15.266647
   86   11.638243    6.012615    2.455859    7.270127     0.864155    14.328272
   87    9.189049    7.371352    2.522421    7.156842     0.912603    13.250438
   88   14.154319    7.460500    2.463419    7.275438     0.873295    14.108676
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       652.0000
